TURN_ID,MANUAL PARAPHRASE,RAW PARAPHRASE
6_1,Which is the most impactful decision by the Supreme Court?,Which is the most impactful decision by the Supreme Court?
6_1,What are some famous Supreme Court cases?,What are some famous Supreme Court cases?
6_1,Which Supreme Court case had the greatest impact?,Which Supreme Court case had the greatest impact?
6_1,What are some landmark Supreme Court cases?,What are some landmark Supreme Court cases?
6_1,What are some of the most famous Supreme Court decisions in US history?,What are some of the most famous Supreme Court decisions in US history?
6_1,What are the US Supreme Court cases everyone should know?,What are the US Supreme Court cases everyone should know?
6_2,What was Plessy v. Ferguson about?,What was Plessy v. Ferguson about?
6_2,What is Plessy v. Ferguson?,What is Plessy v. Ferguson?
6_2,What were the issues in Plessy v. Ferguson?,What were the issues in Plessy v. Ferguson?
6_2,What is the merit of the Plessy v. Ferguson decision?,What is the merit of the Plessy v. Ferguson decision?
6_2,What did Plessy v. Ferguson settle?,What did Plessy v. Ferguson settle?
6_2,What is Plessy v. Ferguson?,What is Plessy v. Ferguson?
6_2,What is the significance of Plessy v. Ferguson?,What is the significance of Plessy v. Ferguson?
6_2,Why did Plessy v. Ferguson raise a constitutional challenge?,Why did Plessy v. Ferguson raise a constitutional challenge?
6_2,What was the Plessy v. Ferguson case about?,What was the Plessy v. Ferguson case about?
6_2,What are some of the factors involved in the Plessy v. Ferguson case?,What are some of the factors involved in the Plessy v. Ferguson case?
6_3,What is Marbury v. Madison?,What is Marbury v. Madison?
6_3,What was Marbury v. Madison about?,What was Marbury v. Madison about?
6_3,What was the significance of Marbury v. Madison?,What was the significance of Marbury v. Madison?
6_3,What was the main issue in Marbury v. Madison?,What was the main issue in Marbury v. Madison?
6_3,Who won Marbury v. Madison and why?,Who won Marbury v. Madison and why?
6_3,Why is Marbury v. Madison so significant in US history?,Why is Marbury v. Madison so significant?
6_3,What did Marbury v. Madison establish?,What did Marbury v. Madison establish?
6_3,What was the Marbury v. Madison case about?,What was the Marbury v. Madison case about?
6_4,What was the majority opinion in Marbury v. Madison?,What was the majority opinion?
6_4,Who won the Madison v. Marbury case and by how many votes?,Who won the case and by how many votes?
6_4,Was Marbury v. Madison a unanimous decision?,Was it a unanimous decision?
6_4,Did Marbury beat Madison by a significant majority?,Did one side beat the other by a significant majority?
6_4,Was the ruling in Marbury v. Madison unanimous?,Was the ruling unanimous?
6_5,What is the significance of the Roe v. Wade decision?,What is the significance of the Roe v. Wade decision?
6_5,"What did Roe v. Wade mean, and what did it change?","What did Roe v. Wade mean, and what did it change?"
6_5,What is the importance of Roe v. Wade?,What is the importance of Roe v. Wade?
6_5,What are the repercussions of the Roe v. Wade case?,What are the repercussions of the Roe v. Wade case?
6_5,What are the effects of overturning Roe v. Wade?,What are the effects of overturning Roe v. Wade?
6_5,What are the influences of Roe v. Wade?,What are the influences of Roe v. Wade?
6_5,What did Roe v. Wade mean to the United States?,What did Roe v. Wade mean to the United States?
6_5,What is the implication of the Roe v. Wade decision?,What is the implication of the Roe v. Wade decision?
6_6,What was the debate in Roe v. Wade?,What was the debate about?
6_6,What did Roe v. Wade argue?,What did it argue?
6_6,What was the main difference of opinion in the Roe v. Wade case?,What was the main difference of opinion in the case?
6_6,What was the main quarrel in Roe v. Wade?,What was the main quarrel in it?
6_6,What was the primary reasoning behind Roe v. Wade?,What was the primary reasoning behind the case?
6_6,What were some rationalizations in Roe v. Wade?,What were some rationalizations in the case?
6_6,What is some of the logic used in the Roe v. Wade case?,What is some of the logic used in the case?
6_6,What are the main pieces of evidence in the Roe v. Wade case?,What are the main pieces of evidence in it?
6_7,What was the decision in Brown v. Board of Education? ,What was the decision in Brown v. Board of Ed? 
6_7,What was the rationale behind the decision in Brown v. Board of Education?,What was the rationale behind the decision in Brown v. Board of Ed?
6_7,What is the impact of Brown v. Board of Education?,What is the impact of Brown v. Board of Ed?
6_7,What was Brown v. Board of Education?,What was Brown v. Board of Ed?
6_7,What was the purpose of the decision in Brown v. Board of Education?,What was the purpose of the decision in Brown v. Board of Ed?
6_7,What is the case Brown v. Board of Education?,What is the case Brown v. Board of Ed?
6_7,What's your opinion on Brown v. Board of Education?,What's your opinion on Brown v. Board of Ed?
6_7,What is the point of Brown v. Board of Education?,What is the point of Brown v. Board of Ed?
6_7,Why was Brown v. Board of Education important?,Why was Brown v. Board of Ed important?
6_7,What was the argument in Brown v. Board of Education?,What was the argument in Brown v. Board of Ed?
6_8,What were the main reasonings in Brown v. Board of Education?,What were the main reasonings in it?
6_8,What was the logic behind the case of Brown v. Board of Education? ,What was the logic behind the case? 
6_8,What was the main rationale in Brown v. Board of Education?,What was the main rationale in it?
6_8,What was the legal argument in Brown v. Board of Education?,What was the legal argument in it?
6_8,What is some of the logical arguments made in Brown v. Board of Education? ,What is some of the logical arguments made in the case? 
6_8,What was the main evidence in the Brown v. Board of Education case?,What was the main evidence in the case?
6_8,What are the main points in Brown v. Board of Education?,What are the main points in it?
6_9,What is the impact of Brown v. Board of Education?,What is its impact?
6_9,Why is Brown v. Board of Education important?,Why is it important?
6_9,Why does Brown v. Board of Education matter?,Why does it matter?
6_9,What does Brown v. Board of Education mean for the courts and the United States?,What does it mean for the courts and the US?
6_9,Why is Brown v. Board of Education significant?,Why is it significant?
6_9,What is the significance of the Brown v. Board of Education case?,What is the significance of the case?
6_9,How important is Brown v. Board of Education?,How important is the case?
6_9,How influential is the Brown v. Board of Education case?,How influential is it?
7_1,What are the different kinds of macromolecules? ,What are the different kinds of macromolecules? 
7_1,How can you describe different types of macromolecules and their properties?,How can you describe different types of macromolecules and their properties?
